tif_name,tif_year,tif_number,property_tax_extraction,expenses,transfers_in,transfers_out,distribution,fund_balance_end
Lawrence/Kedzie,2020,88,8489465,18758792,0,0,0,17179262
Midway Industrial Corridor,2020,89,2875401,100826,0,2500000,0,3747776
Peterson/Cicero,2020,90,567817,47768,0,0,2036769,1580019
Peterson/Pulaski,2020,91,933198,393727,0,0,848000,6700117
Greater Southwest Industrial Corridor (West),2020,92,647435,36498,0,0,0,6869018
South Chicago,2020,93,1268261,2687787,0,0,0,6615686
Chicago/Kingsbury,2020,94,34026128,766976,0,0,45000000,29182089
Midwest,2020,95,15438112,7125109,0,115500,0,42629086
Cicero/Archer,2020,96,866552,14460,0,0,0,6664700
51st/Archer,2020,97,2235535,3133588,1745000,0,0,5087838
63rd/Pulaski,2020,98,2233686,200454,0,1745000,67000,4699806
Archer/Central,2020,99,723223,12467,0,0,27000,2790045
Ohio/Wabash,2020,100,2047110,2012532,0,0,0,2114098
Jefferson/Roosevelt,2020,101,8885157,1774268,0,0,7529000,12461964
Montclare,2020,102,341909,260200,0,0,0,914028
Lake Calumet Area Industrial,2020,103,4955653,1504362,0,0,0,17295939
River West,2020,104,26809139,4399412,0,0,21124000,55588280
53rd Street,2020,105,6606612,8942748,0,0,0,8157334
Englewood Neighborhood,2020,106,2487695,2846028,0,0,0,21769101
Division/Homan,2020,107,2057966,206617,0,0,0,9898971
Humboldt Park Commercial,2020,108,4844254,1061546,0,0,0,18629475
Lawrence/Broadway,2020,109,5109549,42113595,41699685,575824,0,22645516
Wilson Yard,2020,110,10600779,22788042,20473465,7903434,0,16866247
105th/Vincennes,2020,111,759998,18832,0,0,0,3513385
79th Street/Southwest Highway,2020,112,2076888,157373,0,0,944000,8528310
Roseland/Michigan,2020,113,477531,397674,0,296120,0,1199145
119th and Halsted,2020,114,926794,327048,0,0,0,5445745
Chicago/Central Park,2020,115,5942113,16692783,10660335,0,0,28070792
Lawrence/Pulaski,2020,116,2047372,966959,0,0,74000,7719291
47th/Ashland,2020,117,3064130,5210650,0,0,0,9276724
47th/King Drive,2020,118,10276080,267248,0,3600000,0,36405678
Lakefront,2020,119,494093,210394,0,0,75000,1822713
47th/Halsted,2020,121,3168365,553581,0,0,1086000,15975740
Avalon Park/South Shore,2020,123,600214,1075308,0,0,0,2603203
67th/Cicero,2020,124,462981,205328,0,0,0,1102463
119th/I-57,2020,125,2767737,1896763,0,0,0,8939348
Madden/Wells,2020,126,1597298,1333435,0,0,0,4698649
87th/Cottage Grove,2020,127,2419192,405397,0,0,0,6641664
Commercial Avenue,2020,128,1514333,798847,0,0,0,11520594
Diversey/Narragansett,2020,129,2890197,2122351,0,0,0,5417126
Edgewater/Ashland,2020,130,720752,711345,0,0,0,6372473
35th/State,2020,131,2172892,1642016,0,0,0,3144881
83rd/Stewart,2020,133,1509132,1152773,0,0,0,1740122
Devon/Sheridan,2020,134,2114889,4301270,2870497,0,0,3880728
Pratt/Ridge Industrial Park Conservation Area,2020,135,204824,8362,0,0,0,2869700
47th/State,2020,136,1933398,359355,0,0,201000,14853747
79th/Cicero,2020,140,543366,573950,0,0,0,1010162
26th and King Drive,2020,141,937975,14383,0,0,0,3385517
Western Avenue/Rock Island,2020,142,1434037,135773,0,0,0,3313247
63rd/Ashland,2020,143,822149,71656,500000,0,0,5052905
Harrison/Central,2020,144,179244,493228,288609,0,0,1095121
73rd/University,2020,145,548107,14053,0,0,0,2043752
Touhy/Western,2020,146,506198,9583673,3713311,0,0,2082210
LaSalle Central,2020,147,119840238,20544846,0,0,100000000,121182204
Stevenson/Brighton,2020,149,4848545,3205738,2500000,0,0,11265484
Addison South,2020,150,5859382,965270,0,0,0,12748969
Armitage/Pulaski,2020,151,201353,28633,0,0,0,1161154
Little Village Industrial Corridor,2020,152,132896,153168,0,0,0,1018729
Elston/Armstrong Industrial Corridor,2020,153,823733,246139,0,0,51000,2756174
79th/Vincennes,2020,155,325229,157966,0,0,0,3623682
Austin Commercial,2020,156,1342679,426350,0,0,0,6243133
Hollywood/Sheridan,2020,157,689437,28153723,28011956,0,284000,2286238
Kennedy/Kimball,2020,160,1012499,43569,0,0,0,2624733
Ogden/Pulaski,2020,161,58659,250246,115500,0,0,5408078
Archer/Western,2020,163,1129353,3614687,800000,0,0,1319938
Little Village East,2020,164,95841,266787,0,0,0,1536689
North Pullman,2020,166,2795869,3364863,1796120,0,0,4993343
Avondale,2020,167,197020,346992,0,0,0,1414399
Ewing Avenue,2020,169,271437,6575,0,0,0,1329707
West Woodlawn,2020,171,-41,20654,0,0,0,999940
Randolph/Wells,2020,172,16166063,147313,0,0,62000,18731311
Montrose/Clarendon,2020,173,1215515,39280,0,0,50000,2504463
67th/Wentworth,2020,174,0,34459,0,0,0,1067582
51st/Lake Park,2020,175,1270706,1197475,0,0,0,1425753
107th/Halsted,2020,176,290089,62438,0,0,0,3130985
Foster/California,2020,177,-12947,1125441,1100000,0,0,691907
Washington Park,2020,178,1338785,518862,0,0,0,3982788
Diversey/Chicago River,2020,179,348871,7289,0,0,0,656717
Red Purple Modernization Phase One (Transit TIF),2020,180,48371096,582356,0,110169265,0,9445303
Foster/Edens,2020,181,512657,9361,0,0,0,1006322
116th/Avenue O,2020,182,15433,6408,0,0,0,24375
Cortland/Chicago River,2020,183,3639892,92083,100000,0,0,3727526
Roosevelt/Clark,2020,184,1522041,75746,2450000,0,0,3986633
35th/Halsted,2021,1,12726077,16458755,0,5770000,0,29461743
95th and Western,2021,9,1805730,388707,0,0,0,3357367
Bryn Mawr/Broadway,2021,13,3413223,15722021,15289335,0,3124244,5762375
Englewood Mall,2021,21,547652,152036,0,0,0,6145726
Goose Island,2021,23,8250743,707256,21000000,0,9367052,33994499
Homan-Arthington,2021,24,760059,105427,0,0,366918,3037192
Michigan/Cermak,2021,29,3702629,125209,0,0,4412537,5754797
Near North,2021,30,38267614,7814548,0,0,68858463,99957410
North Branch (North),2021,33,8794749,5399153,0,52712074,1852167,0
North Branch (South),2021,34,9269915,276650,0,29600000,0,25864063
North-Cicero,2021,35,1961380,122075,0,11231438,485868,0
River South,2021,37,22002244,11982153,0,51075247,39449074,0
Roosevelt/Cicero,2021,38,5171116,1614200,0,0,441388,20112665
Sanitary Drainage and Ship Canal,2021,42,1246684,619643,0,0,0,2885660
Stockyards Southeast Quadrant Industrial,2021,45,2321841,464375,0,0,186363,10398121
Western/Ogden,2021,48,14782600,2266766,0,0,0,39585587
Kinzie Industrial Corridor,2021,52,73894401,16600391,0,10136857,2911943,214467921
Pilsen Industrial Corridor,2021,53,25623906,9913511,0,0,0,64491602
Stony Island Avenue Commercial and Burnside Industrial Corridors,2021,54,5567551,1426710,0,2000000,0,9905091
43rd/Cottage Grove,2021,55,4668986,1991726,0,0,0,13990153
79th Street Corridor,2021,56,1275909,340260,0,0,0,7694217
Jefferson Park Business District,2021,57,1978856,835735,0,0,0,5988968
Portage Park,2021,58,4181740,516502,0,0,3758528,11835569
71st/Stony Island,2021,60,4587897,2600797,0,0,0,10501703
Bronzeville,2021,61,6126309,1891183,0,0,0,38792340
Roosevelt/Racine,2021,62,2737529,1716359,0,0,150415,7969504
Canal/Congress,2021,63,45858015,5700685,0,0,16287960,100704376
Northwest Industrial Corridor,2021,64,11669624,3002714,0,0,0,41960870
Woodlawn,2021,65,4922348,720366,0,0,0,19856036
Greater Southwest Industrial Corridor (East),2021,66,1435461,902280,0,0,0,4738841
Archer Courts,2021,67,492798,119191,0,0,317703,2274455
Roosevelt/Union,2021,68,6975000,6204097,0,0,0,9443773
Pulaski Corridor,2021,69,6972796,2166522,0,0,0,23702272
Clark/Montrose,2021,70,5100137,2934235,0,0,3258308,10469605
Galewood/Armitage Industrial,2021,71,5567408,2109279,0,0,0,14806848
24th/Michigan,2021,72,5417112,9901739,0,0,10563973,26031623
111th Street/Kedzie Avenue Business District,2021,73,957051,400454,0,0,0,2361159
Clark Street and Ridge Avenue,2021,74,3842896,1261426,0,0,0,12483452
Madison/Austin Corridor,2021,75,3358133,158256,0,0,0,10926537
Devon/Western,2021,76,4271548,980058,0,3076677,0,5399956
Lincoln Avenue,2021,77,4011804,900389,0,0,1464045,9560702
35th and Wallace,2021,79,1696617,454618,0,0,0,13916565
Belmont/Central,2021,81,5750797,1068022,0,0,0,27951248
Belmont/Cicero,2021,82,1341708,46749,0,0,58296,7165222
West Irving Park,2021,83,1516622,206084,0,0,0,6471095
Western Avenue North,2021,84,11612496,1460709,0,0,0,28458480
Western Avenue South,2021,85,12468247,3541081,0,0,10149242,37638233
Central West,2021,86,34225840,3773420,0,0,15531407,70060520
Fullerton/Milwaukee,2021,87,15542246,1859167,0,0,0,43838482
Lawrence/Kedzie,2021,88,9395519,4471509,0,0,1623019,20540431
Midway Industrial Corridor,2021,89,4815822,321095,0,0,0,8271929
Peterson/Cicero,2021,90,649073,94127,0,0,0,2140186
Peterson/Pulaski,2021,91,2093295,684083,0,0,2080899,5995158
Greater Southwest Industrial Corridor (West),2021,92,230769,103169,0,0,0,7000409
South Chicago,2021,93,1437995,318273,0,0,0,7737348
Chicago/Kingsbury,2021,94,37902378,480025,0,0,33845864,32625515
Midwest,2021,95,17680197,5625506,5100000,800000,0,59133291
Cicero/Archer,2021,96,912715,201932,0,0,2093727,5249118
51st/Archer,2021,97,2363909,1058459,1656159,0,0,8119189
63rd/Pulaski,2021,98,2340139,321832,0,1656159,0,5074715
Archer/Central,2021,99,700160,471534,0,0,1946,3022600
Ohio/Wabash,2021,100,2160475,2047110,0,0,0,2210728
Jefferson/Roosevelt,2021,101,12452939,528113,0,0,0,24476736
Montclare,2021,102,318031,265330,0,0,0,966838
Lake Calumet Area Industrial,2021,103,5887437,378001,0,4512000,0,18326382
River West,2021,104,28981551,1193168,0,0,20883248,62378574
53rd Street,2021,105,6690785,1247727,0,0,2027406,12411073
Englewood Neighborhood,2021,106,3096110,1079596,0,0,0,23799976
Division/Homan,2021,107,2155873,2379229,0,0,82782,9607274
Humboldt Park Commercial,2021,108,5775568,3006194,0,0,0,21681072
Lawrence/Broadway,2021,109,6744336,18643399,18358463,575824,0,28618810
Wilson Yard,2021,110,11806561,20742650,0,0,0,14476253
105th/Vincennes,2021,111,1311739,55979,0,0,0,4778670
79th Street/Southwest Highway,2021,112,1847884,147878,0,0,0,10245084
Roseland/Michigan,2021,113,632237,167147,0,240135,0,1421185
119th and Halsted,2021,114,1036352,78499,0,0,0,6410447
Chicago/Central Park,2021,115,6863575,2594473,5036857,0,0,37667900
Lawrence/Pulaski,2021,116,2517725,380411,0,0,0,9867647
47th/Ashland,2021,117,3100766,2585005,0,0,0,9889434
47th/King Drive,2021,118,11625550,299110,0,0,0,47827856
Lakefront,2021,119,444345,500558,0,0,170974,1592647
47th/Halsted,2021,121,3939031,1177635,0,0,0,18760533
Avalon Park/South Shore,2021,123,690603,307648,0,0,0,2988102
67th/Cicero,2021,124,673712,460720,0,0,14244,1299193
119th/I-57,2021,125,2951978,1977787,0,0,0,9914123
Madden/Wells,2021,126,1621528,575972,0,0,0,5754037
87th/Cottage Grove,2021,127,2654367,269119,0,0,0,9045831
Commercial Avenue,2021,128,2154787,477036,0,0,0,13210351
Diversey/Narragansett,2021,129,3066237,2171935,0,0,0,6303316
Edgewater/Ashland,2021,130,459809,8814,0,0,231048,6589981
35th/State,2021,131,2742330,2266252,0,0,0,3628289
83rd/Stewart,2021,133,1316653,1316505,0,0,0,1727723
Devon/Sheridan,2021,134,1848000,3338746,1979212,0,0,4371914
Pratt/Ridge Industrial Park Conservation Area,2021,135,854976,10830,0,0,0,3719014
47th/State,2021,136,2538949,441970,0,0,0,16963435
79th/Cicero,2021,140,613291,584994,0,0,0,1034836
26th and King Drive,2021,141,973897,14268,0,0,0,4354155
Western Avenue/Rock Island,2021,142,1354603,174199,0,0,0,4506507
63rd/Ashland,2021,143,1003334,170684,0,0,0,5893494
Harrison/Central,2021,144,266833,100936,0,0,0,1259772
73rd/University,2021,145,581411,434402,0,0,0,2196028
Touhy/Western,2021,146,1060676,1606994,3076677,0,0,4701163
LaSalle Central,2021,147,151520861,13083474,0,0,62844432,196978275
Stevenson/Brighton,2021,149,4884167,7331738,0,0,0,8825725
Addison South,2021,150,6692920,844558,0,0,3527529,15058560
Armitage/Pulaski,2021,151,198411,306834,0,0,0,1052453
Little Village Industrial Corridor,2021,152,1406584,149886,0,0,0,2281039
Elston/Armstrong Industrial Corridor,2021,153,1189955,424270,0,0,0,3528201
79th/Vincennes,2021,155,411243,71986,0,0,0,3964792
Austin Commercial,2021,156,1549122,2074015,3000000,0,0,8720794
Hollywood/Sheridan,2021,157,1554879,13322666,13368424,0,0,3936273
Kennedy/Kimball,2021,160,1379144,159906,0,0,0,3855817
Ogden/Pulaski,2021,161,165653,488863,0,0,0,5888884
Archer/Western,2021,163,1639714,2238530,5770000,0,0,6504343
Little Village East,2021,164,216953,499605,0,0,0,1251876
North Pullman,2021,166,3506484,3873378,0,0,0,6866182
Avondale,2021,167,205181,122353,0,0,0,1498131
Ewing Avenue,2021,169,330890,16768,0,0,0,1646738
West Woodlawn,2021,171,85,256296,0,0,0,743129
Randolph/Wells,2021,172,14349414,175555,0,0,13113446,19719624
Montrose/Clarendon,2021,173,1773409,27294,0,0,0,4265683
67th/Wentworth,2021,174,0,10082,0,0,0,1057131
51st/Lake Park,2021,175,1425853,1228326,0,0,0,1622339
107th/Halsted,2021,176,519754,244296,0,0,0,3409378
Foster/California,2021,177,-139773,2909,0,0,0,549177
Washington Park,2021,178,1783568,65279,0,0,0,5714938
Diversey/Chicago River,2021,179,734754,8972,0,0,0,1386434
Red Purple Modernization Phase One (Transit TIF),2021,180,55647235,677769,0,55000027,0,9436792
Foster/Edens,2021,181,1770206,28209,0,0,0,2757318
116th/Avenue O,2021,182,595644,4522554,4512000,0,0,609005
Cortland/Chicago River,2021,183,4124939,367340,61312074,0,0,68779527
Roosevelt/Clark,2021,184,2257760,644925,0,0,0,56643691
35th/Halsted,2022,1,16370579,7217766,0,0,7398400,30350502
95th and Western,2022,9,1521994,1302408,0,0,0,3432061
Bryn Mawr/Broadway,2022,13,3046471,11806182,11260198,0,0,8037085
Englewood Mall,2022,21,626800,469462,0,0,0,6095175
Goose Island,2022,23,8190413,3370249,0,0,4970300,32870079
Homan-Arthington,2022,24,775175,127648,0,0,0,3578483
Michigan/Cermak,2022,29,3747089,975664,0,0,0,8238598
Near North,2022,30,34550529,8758022,0,0,0,121848899
North Branch (South),2022,34,10182016,4895231,0,25000000,6609342,0
Roosevelt/Cicero,2022,38,7088505,495659,0,0,0,25837999
Sanitary Drainage and Ship Canal,2022,42,1768936,93996,0,0,0,4420500
Stockyards Southeast Quadrant Industrial,2022,45,2753819,167649,0,0,0,12567561
Western/Ogden,2022,48,13426975,1066977,0,0,0,50395121
Kinzie Industrial Corridor,2022,52,86697996,24824649,0,1024092,0,266651096
Pilsen Industrial Corridor,2022,53,29119436,24204820,0,0,0,67161185
Stony Island Avenue Commercial and Burnside Industrial Corridors,2022,54,3881531,1119695,0,2000000,0,10353393
43rd/Cottage Grove,2022,55,4660230,3675179,0,0,0,14564440
79th Street Corridor,2022,56,1387353,956996,0,0,0,8302255
Jefferson Park Business District,2022,57,1661016,2782209,0,0,4563174,0
Portage Park,2022,58,4265783,2105277,0,0,13552032,0
71st/Stony Island,2022,60,4181586,2294097,2000000,0,0,13891204
Bronzeville,2022,61,6718217,6039402,0,0,0,38252707
Roosevelt/Racine,2022,62,3406221,6827787,0,0,0,4484462
Canal/Congress,2022,63,43097168,13325964,0,0,24782100,102092533
Northwest Industrial Corridor,2022,64,14474928,3523147,0,0,0,51237987
Woodlawn,2022,65,5052940,829439,0,2000000,0,21431002
Greater Southwest Industrial Corridor (East),2022,66,1490117,900476,0,0,0,5150444
Archer Courts,2022,67,481795,9780,0,0,2659934,0
Roosevelt/Union,2022,68,5768991,6319409,0,0,8635485,0
Pulaski Corridor,2022,69,7862348,980171,0,0,0,29594445
Clark/Montrose,2022,70,4620687,1067902,0,0,0,13592952
Galewood/Armitage Industrial,2022,71,5087741,5037188,0,0,0,14446246
24th/Michigan,2022,72,4781377,5121230,0,0,0,24854577
111th Street/Kedzie Avenue Business District,2022,73,983427,355542,0,0,0,2898399
Clark Street and Ridge Avenue,2022,74,3735635,1005155,0,0,1516800,13245066
Madison/Austin Corridor,2022,75,4152237,996995,0,0,0,13657222
Devon/Western,2022,76,4558247,1530498,0,376636,0,7759147
Lincoln Avenue,2022,77,3609782,915181,0,0,0,11861206
35th and Wallace,2022,79,1772818,691179,0,0,0,14531144
Belmont/Central,2022,81,5837971,888901,0,0,0,31866873
Belmont/Cicero,2022,82,1467931,448173,0,0,1131000,6830821
West Irving Park,2022,83,1954629,826634,0,0,0,7345853
Western Avenue North,2022,84,10631083,4154393,0,0,0,33827789
Western Avenue South,2022,85,12625928,1451076,0,0,0,47329620
Central West,2022,86,34832190,1621830,0,0,22590200,78148354
Fullerton/Milwaukee,2022,87,17095646,10652294,0,0,0,48814017
Lawrence/Kedzie,2022,88,10710956,4722089,0,0,0,25731308
Midway Industrial Corridor,2022,89,3787582,223004,0,6600000,0,5190404
Peterson/Cicero,2022,90,632273,11110,0,0,2735665,0
Peterson/Pulaski,2022,91,1714711,1117364,0,0,380000,6017635
Greater Southwest Industrial Corridor (West),2022,92,172335,369601,0,0,0,6589689
South Chicago,2022,93,777054,1635923,0,0,0,6683517
Chicago/Kingsbury,2022,94,34119533,3038383,0,0,35941684,27145501
Midwest,2022,95,18911776,9469669,0,0,0,66321616
Cicero/Archer,2022,96,898860,201359,0,0,0,5756211
51st/Archer,2022,97,1555434,1375642,164338,0,0,8203792
63rd/Pulaski,2022,98,2355207,545775,0,164338,0,6505703
Archer/Central,2022,99,732634,354223,0,0,0,3287424
Ohio/Wabash,2022,100,1971473,2160475,0,0,0,1941047
Jefferson/Roosevelt,2022,101,14162098,890196,0,0,0,36549930
Montclare,2022,102,420819,147206,0,0,1198559,0
Lake Calumet Area Industrial,2022,103,4843850,699990,0,0,0,21819791
River West,2022,104,34835062,868813,0,0,3175400,90554230
53rd Street,2022,105,6011914,3474368,0,0,0,14518135
Englewood Neighborhood,2022,106,3056413,360060,0,0,0,25648748
Division/Homan,2022,107,3092471,1320226,0,0,0,11031146
Humboldt Park Commercial,2022,108,5778998,4681494,0,0,0,22116164
Lawrence/Broadway,2022,109,6562638,10118332,9147913,575824,136300,32485159
Wilson Yard,2022,110,12419621,16421269,2125852,0,0,12262849
105th/Vincennes,2022,111,1383445,100389,0,0,0,5872394
79th Street/Southwest Highway,2022,112,2037925,432437,0,0,0,11470418
Roseland/Michigan,2022,113,196508,642866,719405,349660,0,1309699
119th and Halsted,2022,114,829852,145969,0,719405,0,6169072
Chicago/Central Park,2022,115,9280149,7990740,1024092,0,0,39396276
Lawrence/Pulaski,2022,116,2295683,614744,0,0,0,11190251
47th/Ashland,2022,117,3653301,3119421,0,0,0,10179184
47th/King Drive,2022,118,11795872,1501854,0,0,0,56337809
Lakefront,2022,119,396794,251812,0,0,0,1683006
47th/Halsted,2022,121,3904991,556416,0,0,0,21411849
Avalon Park/South Shore,2022,123,819737,1965902,0,0,0,1799335
67th/Cicero,2022,124,207648,394531,0,0,0,1075043
119th/I-57,2022,125,2563110,2028975,0,0,0,10109689
Madden/Wells,2022,126,1558588,507357,0,0,0,6595039
87th/Cottage Grove,2022,127,1960805,347423,0,0,0,10331003
Commercial Avenue,2022,128,1394532,2701353,0,0,0,11546133
Diversey/Narragansett,2022,129,2858052,2638340,0,0,0,6324018
Edgewater/Ashland,2022,130,657189,2621695,0,0,640500,3905123
35th/State,2022,131,2250305,4971261,0,0,0,825033
83rd/Stewart,2022,133,1120951,1135482,0,0,0,1671360
Devon/Sheridan,2022,134,2354354,2251338,1190012,0,0,5488115
Pratt/Ridge Industrial Park Conservation Area,2022,135,803787,40297,0,0,0,4325807
47th/State,2022,136,2265446,1700662,0,0,0,16978930
79th/Cicero,2022,140,491104,604733,0,0,0,892152
26th and King Drive,2022,141,854812,17601,0,0,0,5031582
Western Avenue/Rock Island,2022,142,1425077,590056,0,0,0,5169335
63rd/Ashland,2022,143,490467,1728472,0,0,0,4523481
Harrison/Central,2022,144,1538873,516930,0,0,0,2211507
73rd/University,2022,145,97081,248579,0,0,0,1973662
Touhy/Western,2022,146,960059,2699078,376636,0,0,3301771
LaSalle Central,2022,147,161059713,13215784,0,0,111131269,226613423
Stevenson/Brighton,2022,149,7848164,1812746,0,0,0,14393827
Addison South,2022,150,7945626,1487070,0,0,6243200,14807609
Armitage/Pulaski,2022,151,297949,18341,0,0,0,1288597
Little Village Industrial Corridor,2022,152,1847800,200230,0,0,0,3812022
Elston/Armstrong Industrial Corridor,2022,153,1423094,155216,0,0,0,4634557
79th/Vincennes,2022,155,284100,36154,0,0,0,4079693
Austin Commercial,2022,156,1886742,3071646,0,0,0,7333098
Hollywood/Sheridan,2022,157,3624896,8263676,7857455,0,0,6926556
Kennedy/Kimball,2022,160,1784226,74072,0,0,17900,5360981
Ogden/Pulaski,2022,161,717393,372440,0,0,0,6029985
Archer/Western,2022,163,3028774,333283,0,0,0,8909938
Little Village East,2022,164,490408,143417,0,0,0,1544329
North Pullman,2022,166,2725515,4020133,2349660,0,0,7712399
