year,tif_number,property_tax,total_expenditures,transfers_in,transfers_out,surplus,end_balance,flags
2008,30,14950710,6672060,0,0,0,43112043,
2008,33,3885822,581261,0,0,0,21492979,
2008,34,5361958,1160150,0,0,0,22854256,
2008,35,1300963,1180985,0,0,0,1765313,
2008,36,2644560,958113,0,0,0,8060602,
2008,39,1185698,27297,0,0,0,4017488,
2008,41,354626,15240,0,0,0,5371047,
2008,42,1061274,694427,0,0,0,2014127,
2008,44,2345050,1572736,0,0,0,4408438,
2008,45,1798639,752979,0,0,0,7700271,
2008,46,128224,86194,0,0,0,129106,
2008,47,522195,12658,0,0,0,1494101,
2008,53,9464804,11250832,0,0,0,47305646,
2008,55,2845099,484952,0,0,0,6325379,
2008,56,867311,18659,0,0,0,2950711,
2008,57,985750,566045,0,0,0,2193120,
2008,58,2848690,294547,0,0,0,10317207,
2008,59,9572334,149153,0,0,0,59270855,
2008,61,4938614,208272,0,0,0,17435465,
2008,62,1499922,29981,0,0,0,2754900,
2008,63,18279866,7821905,0,0,0,40566589,
2008,66,722036,484446,0,0,0,1986720,
2008,67,237612,113490,0,0,0,1206830,
2008,68,3988415,3135265,0,0,0,4641372,
2008,70,2043479,473803,0,0,0,5953896,
2008,73,602946,87740,0,0,0,1754052,
2008,75,2147472,27421791,2246349,-575000,0,15026982,
2008,78,207063,7114,0,0,0,699377,
2008,79,505118,53709,0,0,0,1367730,
2008,80,443352,11688,0,0,0,2103727,
2008,82,1198787,1600425,0,0,0,2929400,
2008,83,1202872,47822,0,0,0,7264311,
2008,85,5544287,3657071,0,0,0,14127560,
2008,87,6000831,8027488,0,0,0,17789322,
2008,88,7143205,6629600,0,0,0,29540108,
2008,90,465044,7041,0,0,0,475272,
2008,92,1550527,128126,0,0,0,6889013,
2008,93,1146109,298013,0,0,0,2367132,
2008,94,11346295,4657594,0,0,0,22008577,
2008,96,919134,20875,0,0,0,4155697,
2008,100,1244960,1538128,0,0,0,1250485,
2008,101,3935058,7056626,0,0,0,7293532,
2008,103,6252657,950767,0,0,0,15752773,
2008,104,9651196,5837459,0,0,0,18269587,
2008,105,783194,300814,0,0,0,2969150,
2008,108,2690633,1441290,0,0,0,4963786,
2008,110,6012133,1097829,0,0,0,15460346,
2008,111,234905,8722,0,0,0,674399,
2008,114,761726,225747,0,0,0,2404054,
2008,116,1420296,48067,0,0,0,5090791,
2008,117,2829773,637063,0,0,0,8414854,
2008,119,60359,65623,0,0,0,294758,
2008,120,151541,145354,0,0,0,157688,
2008,121,3169208,304803,0,0,0,8869807,
2008,122,339566,13421,0,0,0,417584,
2008,124,461076,276985,0,0,0,306565,
2008,125,957931,830002,0,0,0,2221840,
2008,128,1866933,166367,0,0,0,6500994,
2008,129,2334633,3327450,0,0,0,1913607,
2008,130,122206,8648,0,0,0,3832285,
2008,131,417845,70178,0,0,0,1408214,
2008,133,22331,6420,0,0,0,149521,
2008,134,438215,736179,0,0,0,983514,
2008,136,1628847,28602,0,0,0,3905075,
2008,137,63579,1784,0,0,0,125321,
2008,138,690205,90847,0,0,0,671028,
2008,139,700810,179969,0,0,0,1500283,
2009,1,4364671,865695,0,0,0,15391369,
2009,2,205432,74147,0,0,0,628948,
2009,4,486468,96694,0,0,0,1581177,
2009,5,312757,8872,0,0,0,3210755,
2009,6,366329,8589,0,0,0,2272895,
2009,9,870570,467762,0,0,0,4356302,
2009,11,1636880,450981,0,0,0,9219391,
2009,15,1668711,3991253,0,0,0,12758563,
2009,17,221178,6536,0,0,0,1561829,
2009,18,263859,313861,0,0,0,309711,
2009,19,266949,6688,0,0,0,1805274,
2009,21,524321,8900,0,0,0,5937810,
2009,23,3451633,2349564,0,0,0,10217084,
2009,25,124075,6772,0,0,0,2287149,
2009,26,1945645,531403,0,0,0,9434214,
2009,30,15881045,7918087,46644,-2500000,0,48750217,
2009,31,55324164,36717165,0,0,0,123234864,
2009,35,1136170,1359185,0,0,0,1545098,
2009,36,2834233,962917,0,0,0,9939238,
2009,39,1555331,3250648,0,0,0,2324870,
2009,40,962627,222663,0,0,0,6396725,
2009,42,916137,702881,0,0,0,2230655,
2009,43,2041771,261004,0,0,0,12969812,
2009,44,2228680,1613423,0,0,0,5025398,
2009,45,2074001,693830,0,0,0,9087318,
2009,47,530979,794330,0,0,0,1232309,
2009,48,7471271,915172,0,0,0,18892972,
2009,49,350367,337260,0,0,0,393781,
2009,50,38103,3460,0,0,0,155030,
2009,53,12273425,7999752,0,0,0,51914377,
2009,56,922723,109999,0,0,0,3167873,
2009,59,7255879,157649,0,0,0,66450877,
2009,62,1729425,2371078,0,0,0,2115145,
2009,66,791179,378247,0,0,0,2402560,
2009,67,293183,196342,0,0,0,1305308,
2009,68,4701999,79424,0,0,0,9273312,
2009,74,2093049,830320,0,0,0,6888438,
2009,78,185145,4687,0,0,0,880856,
2009,79,564873,293374,0,0,0,1641498,
2009,82,1380889,327570,0,0,0,3987400,
2009,83,1176593,4114351,0,0,0,4336099,
2009,85,6387660,637945,0,0,0,19898879,
2009,88,6932372,21682453,0,0,0,14802651,
2009,90,575670,339561,0,0,0,712318,
2009,91,1228588,639448,0,0,0,34829848,
2009,92,2180592,146849,0,0,0,8932550,
2009,94,11673687,6818332,0,0,0,26892518,
2009,96,869079,20527,0,0,0,5010476,
2009,99,908401,2639061,0,0,0,1838714,
2009,100,1527719,1238345,0,0,0,1543155,
2009,101,5012587,556792,0,0,0,11760644,
2009,102,382895,273360,0,0,0,604903,
2009,103,4128858,3329865,0,0,0,16574192,
2009,105,834373,449065,0,0,0,3358710,
2009,106,4881547,364076,0,0,0,20451696,
2009,107,1369544,817003,0,0,0,4077582,
2009,108,2813315,1013853,0,0,0,6771623,
2009,110,6290712,976179,0,0,0,20798300,
2009,111,175776,5663,0,0,0,845521,
2009,112,1349629,59535,0,0,0,5559775,
2009,114,624946,257634,0,0,0,2774768,
2009,116,1568049,706666,0,0,0,5959103,
2009,117,3133417,523958,0,0,0,11037081,
2009,119,116996,56320,0,0,0,355823,
2009,120,162939,146410,0,0,0,174357,
2009,121,3207383,286091,0,0,0,11805186,
2009,122,445352,485904,0,0,0,377451,
2009,124,295057,246370,0,0,0,355666,
2009,125,1114477,446029,0,0,0,2893649,
2009,129,2378649,59294,0,0,0,4235045,
2009,131,712701,258960,0,0,0,1864201,
2009,133,401291,14073,0,0,0,536999,
2009,134,492560,335584,0,0,0,1142013,
2009,135,307247,8032,0,0,0,563111,
2009,136,1754378,575244,0,0,0,5089915,
2009,137,82403,3949,0,0,0,204554,
2009,138,522995,431100,0,0,0,763735,
2009,140,287477,7883,0,0,0,440437,
2009,141,185668,6222,0,0,0,235402,
2009,142,1966880,65976,0,0,0,3632572,
2009,144,905738,867844,0,0,0,1817740,
2009,145,951101,133053,0,0,0,1559304,
2009,147,26592131,1899583,0,0,0,51542540,
2009,148,357998,8363,0,0,0,608688,
2009,149,1156179,367162,0,0,0,1682021,
2009,150,1775830,32650,0,0,0,32917500,
2009,151,255810,7244,0,0,0,499413,
2009,153,523537,11895,0,0,0,897927,
2009,155,520652,173809,0,0,0,799007,
2009,156,1128712,45518,0,0,0,2119684,
2010,1,4702898,801061,0,0,0,19386107,
2010,4,411313,89236,0,0,0,1904910,
2010,5,183245,6108,0,0,0,3390990,
2010,6,102840,7881,0,0,0,2369962,
2010,8,957083,3004199,0,0,0,1830355,
2010,9,921071,600288,0,0,0,4681487,
2010,10,714902,1271785,0,0,0,526198,
2010,11,1561081,153257,0,0,0,10636632,
2010,15,926986,6886227,0,0,0,8231736,
2010,17,169647,4929,0,0,0,1728094,
2010,18,241544,306895,0,0,0,244582,
2010,19,169109,5838,0,0,0,1469856,
2010,21,536673,1115696,0,0,0,5429628,
2010,23,3735089,3786380,0,0,0,10171100,
2010,24,550696,248466,0,0,0,4469430,
2010,25,246543,7107,0,0,0,2928828,
2010,26,1320911,7323744,0,0,0,3481767,
2010,28,956277,1165816,0,0,0,1605353,
2010,31,58135468,18827780,0,0,0,162621625,
2010,34,5305853,4073326,0,0,0,28914730,
2010,35,1158853,1128845,0,0,0,1576835,
2010,36,2638124,1766661,0,0,0,10871369,
2010,37,11026730,9851485,10000000,-4115000,0,34544557,
2010,38,2538718,293854,0,0,0,11969384,
2010,40,1246757,300819,0,0,0,7389750,
2010,42,771521,1132302,0,0,0,1876171,
2010,44,1887019,1801904,0,0,0,5111876,
2010,45,1430044,716667,0,0,0,9802759,
2010,46,22190,4021,0,0,0,194851,
2010,47,450925,982379,0,0,0,721280,
2010,48,7462525,3009780,0,0,0,23364142,
2010,49,365144,340653,0,0,0,418564,
2010,53,9147255,10483197,0,0,0,50598633,
2010,55,2748224,3248533,0,0,0,7066507,
2010,56,998154,38974,0,0,0,4730982,
2010,57,1010992,244778,0,0,0,3567009,
2010,59,6890603,97862,0,0,0,73309502,
2010,61,3670225,3704066,0,0,0,21474341,
2010,62,1753960,903664,0,0,0,2967535,
2010,66,900171,1279566,0,0,0,2025144,
2010,67,266473,133026,0,0,0,1440085,
2010,70,2491644,4110112,0,0,0,8001156,
2010,71,2689968,25053647,536558,0,0,19828677,
2010,73,656446,913058,0,0,0,2092629,
2010,74,2445465,1554398,0,0,0,7786241,
2010,78,100833,4878,0,0,0,977655,
2010,79,636323,13450,0,0,0,2266157,
2010,82,1545924,2956285,0,0,0,2580550,
2010,83,1268840,818223,0,0,0,4791180,
2010,85,6408955,2386028,0,0,0,23946588,
2010,87,7079794,9899648,0,-1000000,0,40622758,
2010,88,7490494,3764506,0,0,0,18645129,
2010,90,459442,140085,0,0,0,1032528,
2010,91,996289,670051,0,0,0,5160976,
2010,92,835012,39445,0,0,0,9737142,
2010,93,1048714,21135,0,0,0,4252143,
2010,94,14780288,9430077,0,0,0,32268163,
2010,97,776957,7300316,2460330,0,0,10123632,
2010,100,1214080,2167377,0,0,0,692318,
2010,101,4659665,355757,0,0,0,16078011,
2010,102,408985,250861,0,0,0,763625,
2010,104,11330333,6525709,0,0,0,28286360,
2010,105,967252,627260,0,0,0,3702001,
2010,106,4964165,1679847,0,0,0,23756727,
2010,107,1380942,252956,0,0,0,5210637,
2010,108,2880648,397338,0,0,0,9262754,
2010,109,3616283,1300473,0,0,0,7533292,
2010,110,6499828,10742714,0,0,0,16572992,
2010,111,321582,17286,0,0,0,1150733,
2010,113,945847,131307,0,0,0,2751885,
2010,114,1054003,318885,0,0,0,3512960,
2010,115,6114888,21250353,9393305,0,0,75197329,
2010,116,1794136,239641,0,0,0,7519872,
2010,119,219270,55932,0,0,0,519491,
2010,120,74406,5726,0,0,0,243273,
2010,122,296192,433578,0,0,0,240313,
2010,124,325050,259616,0,0,0,421396,
2010,125,1755486,1211584,0,0,0,3440293,
2010,126,865706,582788,0,0,0,1303284,
2010,128,1728792,134095,0,0,0,9727811,
2010,129,2149722,3473440,0,0,0,2913475,
2010,131,1224717,370961,0,0,0,2719919,
2010,134,631656,238315,0,0,0,1536708,
2010,136,1728338,33790,0,0,0,6790001,
2010,137,90034,4295,0,0,0,290530,
2010,138,518815,550561,0,0,0,732498,
2010,140,526411,9390,0,0,0,958007,
2010,141,1018425,13929,0,0,0,1240434,
2010,142,2290138,229887,0,0,0,5697111,
2010,144,762732,1327190,0,0,0,1255237,
2010,145,312221,15012,0,0,0,1858226,
2010,146,790543,13486512,1836601,0,0,9745952,
2010,148,185879,94188,0,0,0,701057,
2010,149,969073,223777,0,0,0,2429367,
2010,150,2451158,94361,0,0,0,5277811,
2010,151,383739,70272,0,0,0,813486,
2010,152,368810,11865,0,0,0,1779165,
2010,153,436010,83580,0,0,0,1251442,
2010,155,575421,12627,0,0,0,1362750,
2010,156,1538808,321571,0,0,0,3339338,
2010,160,380123,5413,0,0,0,383941,
2010,161,2354679,41934,0,0,0,3860030,
2010,164,171865,3222,0,0,0,168656,
2011,4,535343,95122,0,0,0,2350484,
2011,5,217464,9762,0,0,0,3607525,
2011,6,294402,6110,0,0,0,2664646,
2011,9,1005452,899865,0,0,0,4798936,
2011,10,762889,13801,0,0,0,1277733,
2011,13,2451741,468694,0,0,0,10057845,
2011,17,170619,4990,0,0,0,1898310,
2011,18,251564,9392,0,0,0,487687,
2011,19,243928,5517,0,0,0,1712265,
2011,21,441851,907362,0,0,0,5064555,
2011,23,4244474,2912247,0,0,0,11515794,
2011,24,621269,234005,0,0,0,4868532,
2011,25,260868,5461,0,0,0,2790976,
2011,26,1400539,156731,0,0,0,4787082,
2011,28,1214315,1162661,0,0,0,1657506,
2011,32,14941730,9651233,0,-6623760,-13000000,40291131,
2011,33,4268117,262591,0,0,0,31570751,
2011,35,893562,380627,0,0,0,2094422,
2011,39,1167481,27164,0,0,0,2310364,
2011,40,933595,548101,0,0,0,7892603,
2011,42,453173,781898,0,0,0,1562369,
2011,43,1584316,1595470,0,0,0,14372607,
2011,44,2089864,1905282,0,0,0,5300267,
2011,46,72843,3320,0,0,0,264962,
2011,49,468343,799696,0,0,0,88063,
2011,50,47,58163,0,0,0,34063,
2011,53,11473416,13293073,0,0,0,50146706,
2011,55,3030411,972225,0,0,0,9144966,
2011,56,1135740,75667,0,0,0,5804403,
2011,58,3234161,329737,0,-500000,-4000000,13792527,
2011,62,1779191,1721670,0,0,0,3032965,
2011,66,947265,306705,0,0,0,32671427,
2011,67,316292,135348,0,0,0,1624962,
2011,68,4917467,158067,0,0,0,10038853,
2011,70,2961017,1163719,0,0,0,9820752,
2011,73,785613,217324,0,0,0,2666952,
2011,78,95455,4150,0,0,0,1071536,
2011,79,906197,25760,0,0,0,3153280,
2011,82,1432012,610509,0,0,0,3410808,
2011,83,1213412,222975,0,0,0,5795107,
2011,88,8403995,4136440,0,0,0,22815080,
2011,90,502938,218218,0,0,0,1320380,
2011,91,1019478,411143,0,0,0,5783250,
2011,95,15663849,11745895,0,-4021043,-1000000,40526645,
2011,96,814487,46560,0,0,0,6522989,
2011,98,3007628,58130,0,-3978124,-1000000,6462595,
2011,102,311377,308598,0,0,0,768350,
2011,103,3394799,594866,0,-300000,-2000000,14940000,
2011,105,935026,2269484,0,0,0,2376845,
2011,109,3979692,576202,0,0,0,10960069,
2011,110,8233978,6058644,0,0,0,18789289,
2011,111,342130,6866,0,0,0,1489234,
2011,112,2111696,1393414,0,0,0,5398764,
2011,113,932926,143359,0,0,0,3549309,
2011,114,823604,671524,0,0,0,3674791,
2011,118,8932226,1760190,0,-450000,-6000000,34091838,
2011,119,251760,53971,0,0,0,718774,
2011,120,72452,3473,0,0,0,312974,
2011,122,372980,260193,0,0,0,353760,
2011,124,560099,295612,0,0,0,686832,
2011,126,1017921,732203,0,0,0,1592431,
2011,129,2248183,2964799,0,0,0,2200961,
2011,131,2395186,282192,0,0,0,4841426,
2011,133,425972,8757,0,0,0,1364145,
2011,134,850703,121971,0,0,0,2270271,
2011,135,374065,904706,0,0,0,396727,
2011,138,579971,235435,0,0,0,1079091,
2011,140,541103,914786,0,0,0,586164,
2011,141,935460,1909020,0,0,0,271012,
2011,142,2360968,259611,0,0,0,7815773,
2011,144,888583,363856,0,0,0,1783795,
2011,145,651927,9474,0,0,0,2506159,
2011,147,12800148,6795433,0,-9000000,-12000000,32578230,
2011,148,134010,105537,0,0,0,731437,
2011,149,805279,31142,0,0,0,3210883,
2011,150,3011361,172905,0,0,0,8132601,
2011,151,418118,160705,0,0,0,1073423,
2011,153,499898,78382,0,0,0,1676641,
2011,155,507239,8535,0,0,0,1865644,
2011,156,1681670,644720,0,0,0,4386206,
2011,158,608528,159111,0,0,0,607125,
2011,160,402032,37834,0,0,0,749620,
2011,163,490017,12204,0,0,0,964086,
2011,164,192127,4550,0,0,0,356898,
2011,165,320763,6962,0,0,0,823676,
2011,166,252116,207583,0,0,0,332648,
2011,167,249987,105264,0,0,0,1402047,
2012,8,1023822,839848,0,0,0,2275732,
2012,10,668885,592822,0,0,0,1357049,
2012,28,1128297,1165826,0,0,0,1620286,
2012,29,1007842,2243910,4000000,-195000,-295000,6001362,
2012,32,14808163,1007220,0,-17940520,-2358000,34703487,
2012,42,413818,816837,0,0,0,1165158,
2012,43,1219786,2816921,0,-3950064,-567000,8288141,
2012,49,358015,9759,0,0,0,437197,
2012,50,0,6231,0,0,0,27917,
2012,54,2678095,2616001,0,-1232866,-702000,7011800,
2012,59,13038537,170343,0,-4000000,-10000,17640943,
2012,62,1537155,76799,0,0,0,4503164,
2012,64,6273873,1220575,0,-3280404,-361000,21030788,
2012,65,2842187,619400,0,-1147869,-1349000,12505730,
2012,68,4370035,8811195,0,0,0,5615768,
2012,76,2793280,898547,0,-1539900,-747000,7967156,
2012,81,2832767,702542,0,-1868759,-1491000,11304759,
2012,84,5062311,1092107,0,-635240,-2818000,20218003,
2012,95,14268696,6125749,0,-2737988,-961000,45104451,
2012,98,2401905,340965,0,-1526206,-657000,6358600,
2012,110,6736346,9590037,0,0,0,15977683,
2012,111,352585,2197841,553381,0,-18000,181644,
2012,118,7161911,2855099,0,-7053272,-2817000,28608572,
2012,120,93342,3604,0,0,0,403598,
2012,121,3041918,4914264,3950064,-218826,-1150000,14689274,
2012,123,632085,60793,0,-452327,-215000,2953460,
2012,126,938665,516943,0,0,0,2018652,
2012,127,2014533,531914,0,-1485546,-264000,6614822,
2012,133,401956,1682222,0,0,0,151730,
2012,135,283128,7947,0,0,0,673375,
2012,143,1400060,102687,0,0,0,2877483,
2012,144,581368,886980,0,0,0,1482249,
2012,149,133117,430911,0,0,0,2921418,
2012,155,336783,13204,0,0,0,2194305,
2012,157,2740,818037,0,0,0,1425704,
2012,158,335796,382331,0,0,0,562137,
2012,161,1202623,898284,0,0,0,5774821,
2012,163,17336,122037,0,0,0,862109,
2012,164,107739,5055,0,0,0,460644,
2012,166,10335,230671,0,0,0,113025,
2012,167,29122,213468,0,0,0,4221095,
2012,171,3439,2796,0,0,0,102530,
2012,172,2055,17365,0,0,0,48156,
2013,4,379657,77982,0,0,0,2658377,
2013,8,1028295,23127,0,0,0,3254719,
2013,10,899846,1045263,0,0,0,1215193,
2013,21,239594,354181,0,0,0,4722778,
2013,23,3023418,2606169,0,0,0,13320394,
2013,24,279961,1357104,0,0,0,4090429,
2013,27,654736,1031526,0,0,0,345020,
2013,28,1029317,1246871,0,0,0,1402934,
2013,29,1275832,11256253,6000000,-195000,0,1796952,
2013,30,16983065,15084250,2500000,0,-626000,57716977,
2013,32,10740747,10226413,2120000,-11698551,-5025000,20738245,
2013,33,3865408,6656128,0,0,0,32892846,
2013,36,2237617,2186335,0,0,0,10969320,
2013,38,2146974,207163,0,-731362,-1480000,12676785,
2013,40,1058785,270928,0,0,0,9071872,
2013,42,501105,1194104,0,0,0,468896,
2013,43,990150,933491,0,0,0,8362498,
2013,49,302449,140366,0,0,0,600313,
2013,53,9875017,10405708,0,0,0,44560073,
2013,55,2168701,50330,0,0,0,13231650,
2013,62,1640956,863799,0,0,0,5290005,
2013,66,584992,259560,0,0,0,3202102,
2013,67,377836,112683,0,0,0,1860322,
2013,76,1905201,1161937,550000,-1680289,0,7596900,
2013,77,2344437,3088898,749998,-550000,0,9880188,
2013,78,79534,3981,0,0,0,1041670,
2013,82,982468,302754,0,0,0,4713161,
2013,83,579759,1369394,0,0,0,5145482,
2013,84,4268644,1735395,2000000,-749998,0,24045757,
2013,85,5386700,1950098,0,0,0,26335940,
2013,86,12914078,10325079,11698551,-2120000,0,68384833,
2013,87,5375724,3970265,0,0,0,24575181,
2013,91,486105,244989,0,0,0,6341998,
2013,96,464594,214339,0,0,0,7190397,
2013,99,389022,312085,0,0,0,3417622,
2013,102,249329,245842,0,0,0,713837,
2013,105,419873,1365245,0,0,0,1644208,
2013,106,3933652,4093301,0,0,0,24050836,
2013,107,970048,473811,0,0,0,7963214,
2013,108,2280863,1292033,0,0,0,7781811,
2013,110,5720305,5679230,0,0,0,16050179,
2013,112,1143182,172657,0,0,0,7305531,
2013,119,263316,63933,0,0,0,579339,
2013,120,61130,13866,0,0,0,451683,
2013,122,319404,363763,0,0,0,139656,
2013,125,1841441,3479094,950000,-353380,0,5745995,
2013,126,1224726,434649,0,0,0,2813468,
2013,128,1067132,292349,0,0,0,11210265,
2013,129,1784681,1449870,0,0,0,2554087,
2013,131,1348284,919304,0,0,0,2616872,
2013,133,1086898,670150,0,0,0,569534,
2013,135,-63,4676,0,0,0,670180,
2013,136,1123408,134496,0,0,0,7623132,
2013,138,456804,890187,0,0,0,859235,
2013,139,656717,205304,0,0,0,4493639,
2013,141,607202,830190,0,0,0,844499,
2013,145,117149,6766,0,0,0,2912259,
2013,148,-5968,111656,0,0,0,554943,
2013,149,31953,11399,0,0,0,2948252,
2013,151,20637,91625,0,0,0,1172204,
2013,153,70176,169222,0,0,0,1426224,
2013,155,12351,64297,0,0,0,2146880,
2013,158,480684,348973,0,0,0,694661,
2013,160,-523,106770,0,0,0,615650,
2013,165,-7775,32372,0,0,0,748278,
2013,166,81556,8114599,8100000,0,0,99798,
2013,167,-13488,44449,0,0,0,1165661,
2014,1,4540874,1948674,0,0,0,22985458,
2014,2,168003,84284,0,0,0,1016255,
2014,9,570670,1185610,0,0,0,4536386,
2014,10,954516,1254049,0,0,0,918519,
2014,13,1632850,454204,0,-500000,-56950,11484996,
2014,27,699525,108665,0,0,0,938035,
2014,28,1008216,5252888,0,0,0,-2761019,
2014,33,3982045,25690543,0,0,0,11265208,
2014,34,6146681,1039887,0,-10000000,-3166160,17557448,
2014,35,1138632,69168,0,0,0,1970209,
2014,37,14398092,16218627,4115000,-6602753,0,46209185,
2014,38,1939130,734936,0,-909880,-1702020,11305135,
2014,39,951530,934440,0,0,0,2053899,
2014,40,953708,3174172,0,-1062798,-231300,5585135,
2014,42,516230,22303,0,0,0,965072,
2014,43,742720,903068,0,0,0,8228097,
2014,48,5672237,13339775,0,0,0,24063573,
2014,55,2212285,224802,0,0,0,15261027,
2014,63,19594590,14709639,0,0,0,66278297,
2014,68,4170092,4170160,0,0,0,9268932,
2014,75,1631181,5343031,4007076,-909880,0,13469354,
2014,76,1799709,3771614,700000,-1699498,0,4650092,
2014,78,70279,4353,0,0,0,1110802,
2014,79,656208,67950,0,0,0,4772933,
2014,83,586133,477105,0,0,0,5270164,
2014,85,5415039,16853637,0,0,0,26335940,
2014,86,14792414,26269802,0,0,0,57003957,
2014,87,5805207,14086654,0,0,0,16561697,
2014,88,5510391,14557540,0,0,0,13091940,
2014,90,454109,190073,0,0,0,2246760,
2014,91,445937,1998567,0,0,0,4805193,
2014,92,91877,31233,0,-2934023,-402867,5161962,
2014,100,1504477,1471800,0,0,0,1509399,
2014,102,221966,161293,0,0,0,776772,
2014,104,13250612,6295697,0,-8600000,-5495900,43531719,
2014,108,2314768,4264802,0,0,0,5853133,
2014,116,953322,2704211,0,0,0,5577674,
2014,118,6083572,4993653,0,0,0,33907239,
2014,119,276583,240142,0,0,0,617223,
2014,120,20702,7871,0,0,0,465867,
2014,122,343140,320370,0,0,0,162966,
2014,129,1858872,1409693,0,0,0,3012864,
2014,130,256220,25266,0,0,0,2115602,
2014,133,768701,524120,0,0,0,815954,
2014,134,153674,99353,0,0,0,4488613,
2014,135,0,7124,0,0,0,665035,
2014,136,1137051,101032,0,0,0,8683187,
2014,138,586271,16418,0,0,0,1432327,
2014,141,641682,605122,0,0,0,883109,
2014,142,160698,2080601,0,0,0,3838607,
2014,147,14051697,5461494,8600000,-632000,0,47851465,
2014,148,-2085,116306,0,0,0,437996,
2014,149,5781,6459,0,0,0,2956758,
2014,152,-13126,9543,0,0,0,1401257,
2014,153,137876,477005,0,0,0,1091497,
2014,154,-1843,21459,0,0,0,176859,
2014,156,503688,1417742,0,0,0,3418829,
2014,158,179827,428409,0,0,0,447253,
2014,160,-4383,287155,0,0,0,325883,
2014,161,-80784,136098,0,0,0,4525376,
2014,163,-6736,147777,0,0,0,690382,
2014,164,-2272,18627,0,0,0,433482,
2014,165,-3566,298915,0,0,0,447919,
2014,167,-3442,196688,0,0,0,968925,
2014,169,200973,1412098,0,0,0,2463447,
2015,2,172110,68909,0,0,0,1122533,
2015,4,386340,1698800,0,0,0,1532971,
2015,9,694200,1779316,0,0,0,3466430,
2015,10,814747,932742,0,0,0,802189,
2015,21,300578,150183,0,0,0,2142410,
2015,23,3652209,2882931,0,0,0,12028537,
2015,24,517159,141596,0,0,0,6012667,
2015,27,607453,160794,0,0,0,1388302,
2015,28,936154,13479,0,0,0,1087326,
2015,29,-253084,382670,0,0,0,6134313,
2015,30,19050436,16034197,0,0,0,67243001,
2015,33,3961822,8494240,0,0,0,6753479,
2015,42,598516,37697,0,0,0,1529669,
2015,43,927164,873118,0,-1000000,-350413,6952591,
2015,55,2248087,4548411,0,0,0,12999075,
2015,58,1924500,577600,0,0,0,13828383,
2015,68,3770087,7931268,0,0,0,5124996,
2015,78,42335,5974,0,0,0,1150402,
2015,86,14218506,14056617,0,0,0,57247846,
2015,87,5657422,7553954,0,0,0,14820128,
2015,88,5470883,3967007,0,0,0,14626071,
2015,91,417658,237196,0,0,0,4999182,
2015,100,1527696,1510384,0,0,0,1529740,
2015,105,3478507,1189869,0,0,0,4171106,
2015,106,3751638,2533132,0,0,0,14761964,
2015,107,904706,658442,0,0,0,8037133,
2015,109,2774888,1258267,0,-575824,-1665253,12744136,
2015,110,5905360,6759097,0,0,0,13513583,
2015,113,371956,44718,0,0,0,1312444,
2015,116,1009551,1273329,0,0,0,5328703,
2015,117,1919124,4775943,218318,-1700000,0,11253528,
2015,118,5553630,7134292,0,0,0,32423699,
2015,119,375615,251227,0,0,0,743296,
2015,122,250103,144833,0,0,0,268923,
2015,124,212951,25878,0,0,0,1616869,
2015,125,3068497,2204708,0,-353381,-68859,5350101,
2015,130,223598,12013,0,0,0,2333574,
2015,131,1926674,3804360,1000000,0,-61559,1800947,
2015,134,144408,10463,0,0,0,4635329,
2015,135,111612,8510,0,0,0,770165,
2015,136,1214023,38527,0,0,0,9885344,
2015,138,627015,191484,0,0,0,1872326,
2015,141,638732,624876,0,0,0,898708,
2015,142,357291,749321,0,0,0,3456861,
2015,143,683971,682798,1700000,0,-22491,5298363,
2015,147,13585366,14842468,0,0,0,46746487,
2015,148,-1120,2400,0,0,0,436688,
2015,149,49580,12167,0,0,0,3002860,
2015,151,-6964,103104,0,0,0,988021,
2015,153,225414,445540,0,0,0,873862,
2015,154,-98,3180,0,0,0,174066,
2015,155,25916,3276,0,0,0,2128731,
2015,158,680002,412102,0,0,0,716146,
2015,160,2435,4718,0,0,0,397438,
2015,161,-61427,89303,0,0,0,4387298,
2015,164,-214,63654,0,0,0,370824,
2015,165,-11923,5582,0,0,0,431539,
2015,167,-8491,161173,0,0,0,801754,
2015,172,64733,354298,0,0,0,594046,
2016,1,6493536,6783432,0,0,0,27305999,
2016,2,174717,66451,0,0,0,1229373,
2016,4,366813,682343,0,0,0,1214954,
2016,10,1581369,825362,0,0,0,1551179,
2016,13,1906066,544772,0,0,0,13903065,
2016,21,614052,23606,0,0,0,2729170,
2016,23,5605699,2979097,0,0,0,14625572,
2016,24,500118,3608163,0,0,0,2926045,
2016,27,941167,121756,0,0,0,2203151,
2016,28,1473308,2164000,0,0,0,404076,
2016,29,1660088,1524481,0,0,0,6256586,
2016,30,27069215,46222787,0,0,0,47996642,
2016,33,6626203,1038849,0,0,0,12309036,
2016,34,8787410,1143049,0,0,0,25791728,
2016,35,1476828,41481,0,-235000,-13000,3991339,
2016,38,2798169,544102,0,-995762,-1369000,10930162,
2016,55,2817378,1974878,0,0,0,13821518,
2016,57,747548,671750,0,0,0,4851615,
2016,59,16734552,234606,0,0,0,19878725,
2016,61,3716425,5680105,0,0,0,14050241,
2016,64,7233527,2084450,520790,-4273220,0,20140958,
2016,66,951543,983346,0,0,0,2376519,
2016,67,413060,108985,0,0,0,1529901,
2016,68,5100764,8540931,0,0,0,1652260,
