year,tif_number,property_tax,total_expenditures,transfers_in,transfers_out,surplus,end_balance,flags
2016,69,3153078,4997253,3000000,-913874,0,9285101,
2016,74,2001880,1490891,0,0,0,6907508,
2016,75,1903307,6173978,4493782,-2037341,0,9709698,
2016,78,37637,3377,0,0,0,1183855,
2016,83,817604,1228959,0,0,0,4598342,
2016,85,7665490,1254248,0,0,0,20474400,
2016,86,20258781,9474206,0,0,0,67932470,
2016,87,7474569,5137347,0,0,0,17280319,
2016,88,5827348,4665161,0,0,0,15756146,
2016,93,1170969,215120,0,-2500000,-581000,6313933,
2016,99,197511,586165,0,0,0,1770958,
2016,100,1677997,1525902,0,0,0,1671287,
2016,102,273746,167721,0,0,0,506020,
2016,103,2731279,497197,4250000,-2250000,0,8454990,
2016,105,4106746,2507357,0,0,0,5754990,
2016,106,4604321,201925,0,0,0,19123542,
2016,110,7196194,6769924,0,0,0,13921937,
2016,111,768234,52056,0,0,0,1022197,
2016,116,1325061,471735,0,0,0,6174644,
2016,119,385964,259030,0,0,0,867905,
2016,121,2867063,1145372,0,-175092,-2600000,14598891,
2016,123,233872,171493,0,0,0,2012077,
2016,124,341931,144355,0,0,0,1812194,
2016,126,1249909,166753,0,0,0,4415861,
2016,127,1422675,754714,625000,-1892612,0,3211092,
2016,128,846981,495488,0,-1750000,-632000,6666517,
2016,129,1959922,469365,0,0,0,3944901,
2016,130,501599,12589,0,0,0,2818157,
2016,133,1354864,922644,0,0,0,1416038,
2016,134,80180,1129139,0,0,0,3590278,
2016,135,262742,8084,0,0,0,1022346,
2016,136,1259356,37021,0,0,0,11094071,
2016,138,493362,19319,0,-250000,-1544000,553955,
2016,140,733967,12638,0,0,0,884892,
2016,143,887608,1831873,0,0,0,4347845,
2016,145,308970,8213,0,-625000,-931000,976677,
2016,147,31744181,23997354,0,0,0,54433791,
2016,148,-3086,5593,0,0,0,426844,
2016,151,50999,209997,0,0,0,829495,
2016,152,-3265,13030,0,0,0,21233050,
2016,153,283371,366440,0,0,0,790274,
2016,155,82613,7232,0,-375000,-154000,1680093,
2016,160,-861,15629,0,0,0,380844,
2016,161,-18447,1002589,0,0,0,3363722,
2016,164,120,8824,0,0,0,361888,
2016,165,-496,2589,0,0,0,455713,
2016,171,-4276,187959,0,0,0,483021,
2016,172,449577,360091,0,0,0,679744,
2016,173,121641,6855,0,0,0,623819,
2016,178,93678,5157,0,0,0,115759,
2017,9,732372,221331,0,-1000000,-51100,1929251,
2017,10,536090,2466515,400000,-34000,0,13029,
2017,28,1284164,763000,0,0,0,918948,
2017,38,2455219,389000,0,-1288000,-848000,11017522,
2017,42,574606,13976,0,0,0,1577509,
2017,48,6651437,4179947,0,-2250000,-1349000,31488952,
2017,58,1934568,3316017,0,-1900000,-114000,9736630,
2017,64,6443947,1017639,793,-3979464,0,21897487,
2017,68,5596706,97302,0,0,0,7214424,
2017,71,2966684,8252127,2059692,-1731,0,12629137,
2017,73,550035,370739,0,-500000,-34400,1428455,
2017,75,1709122,5750563,4492816,-288000,0,10084844,
2017,77,2500198,3503022,831349,-2090000,0,6616537,
2017,81,2450221,553614,938,-1972045,0,10031994,
2017,86,21193430,21260487,0,0,0,68956402,
2017,87,7060952,9973789,0,0,0,14718843,
2017,88,6490963,13402130,0,0,0,9118002,
2017,95,15613854,12298540,2250000,-3493570,0,42340635,
2017,100,1812871,1683599,0,0,0,1818379,
2017,103,2309151,673077,34000,-400000,0,9867998,
2017,106,3916434,1165837,0,-45883,-365100,21738931,
2017,109,3714352,2516451,0,-575800,-5000000,11091208,
2017,110,7260291,6705975,0,0,0,14658938,
2017,111,1190748,22261,0,0,0,2196176,
2017,117,2227330,3367569,0,0,0,9831695,
2017,118,6883489,5680645,0,-300000,-440000,21817862,
2017,119,390025,248067,0,0,0,1021128,
2017,123,330173,18625,0,0,0,2351478,
2017,126,1101175,706620,0,0,0,4871528,
2017,130,1151739,21027,0,0,0,3982261,
2017,131,2641807,1669534,0,0,0,2217603,
2017,133,913655,967505,0,0,0,1371574,
2017,134,119196,1937,0,0,0,3853079,
2017,141,834188,659176,0,0,0,1381160,
2017,148,-706,14216,0,0,0,418731,
2017,149,1872409,4542954,0,0,0,1841312,
2017,150,3578315,4251139,0,-350000,-212900,11226574,
2017,151,126230,62747,0,0,0,907630,
2017,152,-395,6007,0,0,0,1246704,
2017,158,818305,665251,0,0,0,1259517,
2017,160,7671,3813,0,0,0,390884,
2017,163,20544,2917,0,0,0,700652,
2017,164,-92,6254,0,0,0,361738,
2017,169,211794,1413826,0,0,0,256994,
2017,171,111,189919,0,0,0,301671,
2017,172,484830,468811,0,0,0,705098,
2017,173,178392,6139,0,0,0,804222,
2017,176,707201,55285,0,0,0,2081558,
2018,21,1060813,15231,0,0,0,4113740,
2018,36,2486981,4450749,1700000,-500000,-4500000,1200640,
2018,42,887464,12790,0,0,0,2449630,
2018,48,10971584,1891228,0,-5500000,-6459500,28830985,
2018,61,4326561,334453,400000,0,-500000,23028967,
2018,63,35344020,12623946,7300000,-41000000,-23000000,36867939,
2018,68,5580155,5265100,0,0,0,7531592,
2018,73,940598,154364,0,-500000,-52400,1666772,
2018,74,2719709,752034,0,-1400000,-772400,7897915,
2018,83,1352551,759956,500000,-1700000,-721800,2683662,
2018,84,9399511,3142121,250000,-10866666,0,7575935,
2018,85,9169536,518876,250000,0,-4088600,24578728,
2018,87,9685642,3691128,0,0,0,20863786,
2018,88,7916347,4233390,0,0,0,13018818,
2018,92,354022,94314,976540,0,-10800,5154471,
2018,95,18834683,22260083,8500000,-14086378,0,33846122,
2018,103,4155705,1491911,0,0,0,12538756,
2018,105,5556590,3773382,0,0,0,7603473,
2018,110,9384917,6560704,0,0,0,17506562,
2018,116,1702042,226233,0,0,0,6987302,
2018,117,2881107,2402541,0,0,0,10515107,
2018,118,7896419,3959835,0,-400000,-4108300,21340282,
2018,119,413483,201987,0,0,0,1232909,
2018,121,3257158,1510235,0,-1587500,-400000,12436784,
2018,122,307955,443793,0,0,0,358242,
2018,123,498862,117868,0,0,0,2738612,
2018,124,286665,192213,0,-976540,-21300,817250,
2018,125,3349436,2309480,0,-1037876,-1057800,7416429,
2018,126,1359250,3527718,0,0,0,2791942,
2018,133,1376141,1268014,0,0,0,1480509,
2018,134,1818149,25607,0,0,0,5633547,
2018,135,688699,9290,0,0,0,2053482,
2018,139,1815608,359279,0,-500000,-370600,2411207,
2018,141,806341,742264,0,0,0,1445743,
2018,143,1188764,1567774,0,0,0,4503734,
2018,144,254477,294549,0,0,0,1232208,
2018,147,69007881,11880023,0,-7300000,-15000000,84770867,
2018,151,204325,279652,0,0,0,837738,
2018,152,99,169056,0,0,0,1086572,
2018,155,176688,5189,0,0,0,1964836,
2018,156,1093192,589979,0,0,0,5015699,
2018,158,431528,747325,0,0,0,942316,
2018,160,353494,7677,0,0,0,733865,
2018,161,19177,1290277,0,0,0,2899043,
2018,163,28921,110756,0,0,0,623030,
2018,164,-368,3408,0,0,0,359866,
2018,165,-1287,5212,0,0,0,454622,
2018,167,66858,1224775,0,0,0,1297597,
2018,169,275802,6458,0,0,0,533133,
2018,171,-911,16470,0,0,0,286258,
2018,172,394105,468901,0,0,0,633053,
2018,175,1868886,206533,0,0,0,1831507,
2018,176,587691,167314,0,0,0,2508350,
2018,180,16694184,222191,0,0,0,24419197,
2019,4,505666,444741,0,0,0,1793909,
2019,21,558512,13704,0,0,0,4873089,
2019,23,5839784,1741326,0,0,0,19954447,
2019,24,597689,1035786,0,0,0,2974835,
2019,33,7314874,1038780,16000000,0,-1224000,42147655,
2019,34,11685500,1970139,0,-16000000,-1249000,37406091,
2019,37,31338696,21538218,10000000,-17000000,0,86803226,
2019,38,4110900,99353,0,-2514000,-530000,15301962,
2019,48,9441832,3621939,0,-10350000,-888000,24782007,
2019,52,41093833,17400749,0,0,0,124495431,
2019,53,18085740,15292988,0,0,0,50562328,
2019,55,3249657,4359436,0,0,0,13896196,
2019,57,1143305,3242939,0,0,0,4801249,
2019,58,3204073,2804345,0,0,0,13238560,
2019,63,25098028,12229190,2575200,-10000000,0,44056903,
2019,66,1200143,695383,0,0,0,3886936,
2019,68,5608811,5300719,0,0,0,8149321,
2019,69,4296140,3749800,0,0,0,13568701,
2019,71,4009983,6509591,0,0,0,13298462,
2019,74,2510132,3512737,3000000,0,-372000,9934470,
2019,75,2205324,773159,180000,-144000,0,4961427,
2019,77,2815399,919501,0,0,0,6197252,
2019,78,0,2784,0,0,0,1044666,
2019,79,1417718,1854410,0,0,0,6683778,
2019,81,4803812,1093719,0,0,0,18557115,
2019,82,1302774,59993,0,0,0,5143917,
2019,87,10243520,6940125,0,0,0,25314554,
2019,90,551919,11906,0,0,0,3053191,
2019,93,1157562,917557,0,0,0,7826449,
2019,95,14570282,16847798,0,0,0,33164872,
2019,96,782627,13860,0,0,0,5618242,
2019,99,505122,123996,0,0,0,2028105,
2019,100,1950018,1988062,0,0,0,2027266,
2019,102,333541,286552,0,0,0,807043,
2019,103,3986728,3847997,0,0,0,13357647,
2019,105,4959792,2691296,0,0,0,10272200,
2019,110,8648801,11033526,0,0,0,15938094,
2019,111,778591,768051,0,0,0,2672027,
2019,113,398817,23609,0,0,0,1374521,
2019,114,778931,823573,0,0,0,4687224,
2019,115,5287839,7108910,0,0,0,27296013,
2019,116,1614355,969561,0,-1200000,-292000,6481202,
2019,117,2224700,2365295,0,0,0,11000096,
2019,119,467399,201173,0,0,0,1562876,
2019,123,500936,403401,0,0,0,2981730,
2019,124,166844,205191,0,0,0,814417,
2019,125,2321737,2292113,0,0,0,7811723,
2019,126,1621133,274355,0,0,0,4291674,
2019,128,1381973,157556,0,0,0,10463160,
2019,130,803117,12899,0,0,0,6168689,
2019,131,1729539,1709832,0,0,0,2521566,
2019,133,978561,1170358,0,0,0,1344419,
2019,135,442412,7907,0,0,0,2588819,
2019,136,1897166,26620,0,0,0,13040030,
2019,141,849312,13796,0,0,0,2364397,
2019,142,1203203,951609,1000000,-1200000,0,1925579,
2019,143,773989,2105982,800000,-550000,0,3663021,
2019,147,93583599,15845333,632000,-2575200,-46443000,118187536,
2019,150,5307287,11057532,0,-176000,-537000,7504978,
2019,151,131153,59280,0,0,0,954646,
2019,153,729184,175869,0,0,0,2149559,
2019,154,106238,4017,0,0,0,277385,
2019,160,818297,13067,0,0,0,1583878,
2019,166,1764587,1191734,0,0,0,3630723,
2019,167,177403,28319,0,0,0,1515045,
2019,169,98268,4993,0,0,0,1028133,
2019,175,577211,1163388,0,0,0,1310375,
2019,176,230920,57921,0,0,0,2810368,
2019,180,45522999,514703,0,0,0,71128072,
2020,9,1528560,3209545,0,0,0,1955761,
2020,13,2857000,26409499,25592920,0,-2584889,5887656,
2020,21,844757,138895,0,0,0,5744682,
2020,23,7706793,4206746,0,-100000,-9183000,14621158,
2020,27,955213,726354,0,-1000000,-10000,2194111,
2020,30,34398642,3935581,0,0,0,139415438,
2020,33,8199442,831809,0,0,0,51049219,
2020,34,9041805,1093200,0,0,0,46658692,
2020,35,1912890,675163,0,0,0,9859420,
2020,37,18407336,20583069,0,-2450000,-14548000,80135842,
2020,38,4169475,335014,0,-144304,-2496000,16972600,
2020,42,1057998,816424,0,0,0,2255525,
2020,43,2492925,4423650,0,0,0,7018301,
2020,45,2219030,799474,0,0,0,8717462,
2020,55,3998062,6939239,0,0,0,11304024,
2020,56,1102033,1167533,0,0,0,6747829,
2020,58,3492861,1110320,1000000,-2500000,-2496000,11959510,
2020,60,3771025,3072127,0,0,0,8513871,
2020,62,2159364,4289859,0,0,0,7097218,
2020,65,4203405,382695,0,0,0,15617384,
2020,66,1196369,998845,0,0,0,4206805,
2020,68,6281284,5942799,0,0,0,8711245,
2020,69,5755391,1003295,0,0,0,18857464,
2020,72,5471255,2759907,0,0,0,41255001,
2020,73,917466,455422,0,0,0,1801200,
2020,76,3514693,164894,1800000,-3713311,0,5164721,
2020,81,5606327,1605136,0,0,0,23226421,
2020,84,9886608,854638,0,-2900000,-3613000,18214957,
2020,92,647435,36498,0,0,0,6869018,
2020,93,1268261,2687787,0,0,0,6615686,
2020,96,866552,14460,0,0,0,6664700,
2020,98,2233686,200454,0,-1745000,-67000,4699806,
2020,100,2047110,2012532,0,0,0,2114098,
2020,103,4955653,1504362,0,0,0,17295939,
2020,105,6606612,8942748,0,0,0,8157334,
2020,106,2487695,2846028,0,0,0,21769101,
2020,107,2057966,206617,0,0,0,9898971,
2020,108,4844254,1061546,0,0,0,18629475,
2020,109,5109549,42113595,41699685,-575824,0,22645516,
2020,110,10600779,22788042,20473465,-7903434,0,16866247,
2020,111,759998,18832,0,0,0,3513385,
2020,114,926794,327048,0,0,0,5445745,
2020,117,3064130,5210650,0,0,0,9276724,
2020,123,600214,1075308,0,0,0,2603203,
2020,124,462981,205328,0,0,0,1102463,
2020,125,2767737,1896763,0,0,0,8939348,
2020,126,1597298,1333435,0,0,0,4698649,
2020,127,2419192,405397,0,0,0,6641664,
2020,128,1514333,798847,0,0,0,11520594,
2020,129,2890197,2122351,0,0,0,5417126,
2020,130,720752,711345,0,0,0,6372473,
2020,131,2172892,1642016,0,0,0,3144881,
2020,133,1509132,1152773,0,0,0,1740122,
2020,135,204824,8362,0,0,0,2869700,
2020,140,543366,573950,0,0,0,1010162,
2020,141,937975,14383,0,0,0,3385517,
2020,142,1434037,135773,0,0,0,3313247,
2020,145,548107,14053,0,0,0,2043752,
2020,146,506198,9583673,3713311,0,0,2082210,
2020,150,5859382,965270,0,0,0,12748969,
2020,151,201353,28633,0,0,0,1161154,
2020,152,132896,153168,0,0,0,1018729,
2020,155,325229,157966,0,0,0,3623682,
2020,156,1342679,426350,0,0,0,6243133,
2020,157,689437,28153723,28011956,0,-284000,2286238,
2020,160,1012499,43569,0,0,0,2624733,
2020,164,95841,266787,0,0,0,1536689,
2020,169,271437,6575,0,0,0,1329707,
2020,171,-41,20654,0,0,0,999940,
2020,175,1270706,1197475,0,0,0,1425753,
2020,176,290089,62438,0,0,0,3130985,
2020,178,1338785,518862,0,0,0,3982788,
2020,179,348871,7289,0,0,0,656717,
2020,181,512657,9361,0,0,0,1006322,
2021,9,1805730,388707,0,0,0,3357367,
2021,13,3413223,15722021,15289335,0,-3124244,5762375,
2021,23,8250743,707256,21000000,0,-9367052,33994499,
2021,37,22002244,11982153,0,-51075247,-6942178,32506896,
2021,42,1246684,619643,0,0,0,2885660,
2021,48,14782600,2266766,0,0,0,39585587,
2021,52,73894401,16600391,0,-10136857,-2911943,214467921,
2021,53,25623906,9913511,0,0,0,64491602,
2021,55,4668986,1991726,0,0,0,13990153,
2021,56,1275909,340260,0,0,0,7694217,
2021,57,1978856,835735,0,0,0,5988968,
2021,60,4587897,2600797,0,0,0,10501703,
2021,61,6126309,1891183,0,0,0,38792340,
2021,65,4922348,720366,0,0,0,19856036,
2021,66,1435461,902280,0,0,0,4738841,
2021,69,6972796,2166522,0,0,0,23702272,
2021,71,5567408,2109279,0,0,0,14806848,
2021,73,957051,400454,0,0,0,2361159,
2021,74,3842896,1261426,0,0,0,12483452,
2021,75,3358133,158256,0,0,0,10926537,
2021,79,1696617,454618,0,0,0,13916565,
2021,81,5750797,1068022,0,0,0,27951248,
2021,83,1516622,206084,0,0,0,6471095,
2021,84,11612496,1460709,0,0,0,28458480,
2021,87,15542246,1859167,0,0,0,43838482,
2021,89,4815822,321095,0,0,0,8271929,
2021,90,649073,94127,0,0,0,2140186,
2021,92,230769,103169,0,0,0,7000409,
2021,93,1437995,318273,0,0,0,7737348,
2021,95,17680197,5625506,5100000,-800000,0,59133291,
2021,100,2160475,2047110,0,0,0,2210728,
2021,101,12452939,528113,0,0,0,24476736,
2021,102,318031,265330,0,0,0,966838,
2021,106,3096110,1079596,0,0,0,23799976,
2021,108,5775568,3006194,0,0,0,21681072,
2021,109,6744336,18643399,18358463,-575824,0,28618810,
2021,111,1311739,55979,0,0,0,4778670,
2021,112,1847884,147878,0,0,0,10245084,
2021,114,1036352,78499,0,0,0,6410447,
2021,116,2517725,380411,0,0,0,9867647,
2021,117,3100766,2585005,0,0,0,9889434,
2021,118,11625550,299110,0,0,0,47827856,
2021,121,3939031,1177635,0,0,0,18760533,
2021,123,690603,307648,0,0,0,2988102,
2021,125,2951978,1977787,0,0,0,9914123,
2021,126,1621528,575972,0,0,0,5754037,
2021,127,2654367,269119,0,0,0,9045831,
2021,128,2154787,477036,0,0,0,13210351,
2021,129,3066237,2171935,0,0,0,6303316,
2021,131,2742330,2266252,0,0,0,3628289,
2021,133,1316653,1316505,0,0,0,1727723,
2021,135,854976,10830,0,0,0,3719014,
2021,136,2538949,441970,0,0,0,16963435,
2021,140,613291,584994,0,0,0,1034836,
2021,141,973897,14268,0,0,0,4354155,
2021,142,1354603,174199,0,0,0,4506507,
2021,143,1003334,170684,0,0,0,5893494,
2021,144,266833,100936,0,0,0,1259772,
2021,145,581411,434402,0,0,0,2196028,
2021,149,4884167,7331738,0,0,0,8825725,
2021,151,198411,306834,0,0,0,1052453,
2021,152,1406584,149886,0,0,0,2281039,
2021,153,1189955,424270,0,0,0,3528201,
2021,155,411243,71986,0,0,0,3964792,
2021,160,1379144,159906,0,0,0,3855817,
2021,164,216953,499605,0,0,0,1251876,
2021,167,205181,122353,0,0,0,1498131,
2021,169,330890,16768,0,0,0,1646738,
2021,171,85,256296,0,0,0,743129,
2021,173,1773409,27294,0,0,0,4265683,
2021,175,1425853,1228326,0,0,0,1622339,
2021,176,519754,244296,0,0,0,3409378,
2021,177,-139773,2909,0,0,0,549177,
2021,178,1783568,65279,0,0,0,5714938,
2021,179,734754,8972,0,0,0,1386434,
2021,181,1770206,28209,0,0,0,2757318,
2022,9,1521994,1302408,0,0,0,3432061,
2022,24,775175,127648,0,0,0,3578483,
2022,29,3747089,975664,0,0,0,8238598,
2022,30,34550529,8758022,0,0,0,121848899,
2022,34,10182016,4895231,0,-25000000,-3361800,3247542,
2022,38,7088505,495659,0,0,0,25837999,
2022,42,1768936,93996,0,0,0,4420500,
2022,45,2753819,167649,0,0,0,12567561,
2022,48,13426975,1066977,0,0,0,50395121,
2022,53,29119436,24204820,0,0,0,67161185,
2022,55,4660230,3675179,0,0,0,14564440,
2022,56,1387353,956996,0,0,0,8302255,
2022,57,1661016,2782209,0,0,0,4563174,
2022,58,4265783,2105277,0,0,0,13552032,
2022,61,6718217,6039402,0,0,0,38252707,
2022,62,3406221,6827787,0,0,0,4484462,
2022,64,14474928,3523147,0,0,0,51237987,
2022,66,1490117,900476,0,0,0,5150444,
2022,67,481795,9780,0,0,0,2659934,
2022,69,7862348,980171,0,0,0,29594445,
2022,70,4620687,1067902,0,0,0,13592952,
2022,71,5087741,5037188,0,0,0,14446246,
2022,72,4781377,5121230,0,0,0,24854577,
2022,73,983427,355542,0,0,0,2898399,
2022,75,4152237,996995,0,0,0,13657222,
2022,77,3609782,915181,0,0,0,11861206,
2022,79,1772818,691179,0,0,0,14531144,
2022,81,5837971,888901,0,0,0,31866873,
2022,83,1954629,826634,0,0,0,7345853,
2022,85,12625928,1451076,0,0,0,47329620,
2022,87,17095646,10652294,0,0,0,48814017,
2022,88,10710956,4722089,0,0,0,25731308,
2022,92,172335,369601,0,0,0,6589689,
2022,93,777054,1635923,0,0,0,6683517,
2022,95,18911776,9469669,0,0,0,66321616,
2022,96,898860,201359,0,0,0,5756211,
2022,99,732634,354223,0,0,0,3287424,
2022,100,1971473,2160475,0,0,0,1941047,
2022,101,14162098,890196,0,0,0,36549930,
2022,102,420819,147206,0,0,0,1198559,
2022,103,4843850,699990,0,0,0,21819791,
2022,105,6011914,3474368,0,0,0,14518135,
2022,106,3056413,360060,0,0,0,25648748,
2022,107,3092471,1320226,0,0,0,11031146,
2022,108,5778998,4681494,0,0,0,22116164,
2022,109,6562638,10118332,9147913,-575824,-136300,32485159,
2022,111,1383445,100389,0,0,0,5872394,
2022,112,2037925,432437,0,0,0,11470418,
2022,113,196508,642866,719405,-349660,0,1309699,
2022,116,2295683,614744,0,0,0,11190251,
2022,117,3653301,3119421,0,0,0,10179184,
2022,118,11795872,1501854,0,0,0,56337809,
2022,119,396794,251812,0,0,0,1683006,
2022,121,3904991,556416,0,0,0,21411849,
2022,123,819737,1965902,0,0,0,1799335,
2022,124,207648,394531,0,0,0,1075043,
2022,125,2563110,2028975,0,0,0,10109689,
2022,126,1558588,507357,0,0,0,6595039,
2022,127,1960805,347423,0,0,0,10331003,
2022,128,1394532,2701353,0,0,0,11546133,
2022,129,2858052,2638340,0,0,0,6324018,
2022,131,2250305,4971261,0,0,0,825033,
2022,133,1120951,1135482,0,0,0,1671360,
2022,135,803787,40297,0,0,0,4325807,
2022,136,2265446,1700662,0,0,0,16978930,
2022,140,491104,604733,0,0,0,892152,
2022,141,854812,17601,0,0,0,5031582,
2022,142,1425077,590056,0,0,0,5169335,
2022,143,490467,1728472,0,0,0,4523481,
2022,144,1538873,516930,0,0,0,2211507,
2022,145,97081,248579,0,0,0,1973662,
2022,149,7848164,1812746,0,0,0,14393827,
2022,151,297949,18341,0,0,0,1288597,
2022,152,1847800,200230,0,0,0,3812022,
2022,153,1423094,155216,0,0,0,4634557,
2022,155,284100,36154,0,0,0,4079693,
2022,156,1886742,3071646,0,0,0,7333098,
2022,161,717393,372440,0,0,0,6029985,
2022,163,3028774,333283,0,0,0,8909938,
2022,164,490408,143417,0,0,0,1544329,
2022,167,365423,97950,0,0,0,1700632,
2022,169,233558,92590,0,0,0,1732051,
2022,171,13061,81807,0,0,0,651233,
2022,173,1507497,63797,0,0,0,5545641,
2022,174,1603,20947,0,0,0,1004907,
2022,175,1230417,1371473,0,0,0,1456158,
2022,176,770768,373679,0,0,0,3687423,
2022,177,-12639,11096,0,0,0,499415,
2022,178,1763530,241081,0,0,0,7012156,
2022,179,44312,8024,0,0,0,1377351,
2022,181,1708249,3242869,0,0,0,1244206,
2022,182,699213,16293,0,0,0,1223371,
2022,184,1316528,13754458,0,0,0,43053225,
